text,label
end feeling satisfied,1
could put full thought together didnt feel lethargic,0
feel tragic case woman raped though hard may baby put adoption woman cannot bear keep,0
notice feel little apprehensive even share,4
couldnt help feeling shamed didnt take care sooner would ever guessed,0
used think men needed woman like respect friend family order feel respected,1
im feeling rather listless today probably whats going around,0
feel truly successful brooklyn able latch problem going breast bottle back without skipping beat,1
feel bit confident here gorgeous pair cream amp lemon short recently purchased warehouse sale,1
feel pretty pleased day worried perhaps guessed riva thought harvey weinstein one big chance win really good helping people get oscar,1
feel blessed new team doctor side listen,2
im feeling bit overwhelmed tonight really good reason,5
feel worthwhile patronize restaurant,1
still feeling extremely damaged many different event seeming repeat havent given ever plan,0
feeling needy needing needing love grove,0
ask trust celebrate image life cut short feeling freedom heart accord reach lovely spirit know make connection,2
really want proud say lost x amount weight rather feel discouraged want,0
feel pleased time really understand feel patriotism twice every year,1
im feeling cautiously optimistic direction anime heading,1
thinking md teen year offering guidance support making feel special making feel like matter,1
feel satisfied manner settled new school feel position slowly weave magic,1
feel like dangerous animal prowl jungle onto warm sand deserted island,3
im tired cry feeling content loved going back cry,1
feeling rotten put happy face night,0
feel free enjoy possession like rock book clothes,1
type person absolutely hate let anyone feel like time tell broke im letting,0
feel shaken im waiting thing settle,4
remember feel book incredibly impressed knowing ill read,5
im sinking back feeling rejected also wondering could done differently,0
didnt feel much casual,1
started feeling festive soon right back november suppose inevitable ran steam day im feeling bit hummpffff today know much little time going flash,1
last academic year ie closure,4
sudden feel ignored unloved forgotten know probably mostly head isnt,0
feel like every one one attitude aggravated asked,3
go back point easy sell getting folk feel really virtuous dont want anyway,1
know lot people whining first boot cant possibly favourite guy know feel beloved href http winterpaysforsummer,1
feel honoured become journalist blog dedicated amazing song contest eurovision,1
want know feel loved long first sight,2
feel amazed sh thing happened,5
feel energetic year,1
give different feel im carefree,1
guess fiction power along good emotion versus bad emotion wouldnt much excitement feeling character sweet harmonious,2
feel like may veering stereotype pretty soon,1
already feel sympathetic tatsuma aoi,2
feel caring concern ron especially wife feel close connection,2
im confuse feeling blank rite,0
woke morning cold feeling groggy morning didnt stop sister husband leaving babysit day quite annoyed kept stayed chill mode,0
im feeling bit nostalgic flashback friday entry realise different thing today,2
im lacking accessory department feeling actually start putting thing one place might little surprised find,5
give time feel point friendship one cant bothered,3
ive feeling completely stupid whole thing,0
still feel equally unimportant spirit href http blog,0
actually read im left feeling disillusioned insecurity single lady attempt play daily basis surface without wanting,0
feeling particularly creative,1
im feeling disgusted already seriously though dont really like picture taken cause ive always referred ugly,3
feel successful family work life,1
feel like still hear cute voice ear,1
would feel like hypocrite supporting palin reason,1
went back work feeling agitated lazy transformed state yelled dont know,3
ive bad bad lazy girl feel muscle aching,0
im feeling little hopeful future like matty always say want world get bigger,1
read friend good news unexplained feeling melancholy,0
also wouldnt mind canon mark iii anyone feeling generous,1
ive feeling distressed,4
tell mummy stomach really feeling well really wanna go toilet mummy ask keep eating,1
getting motivated losing weight getting healthy wearing outfit feeling fantastic,1
know trust feel generally shy away stranger,4
im really feeling skeptical clinique product,4
found lot lately feel discouraged many thing life,0
complete act feel temporarily satisfied feeling quickly go away feel ashamed guilty,1
im feeling rebellious amp ive missed last couple ffs twitter thought id share two blog ive loving recently,3
feel irritable feel sensible ever,3
id probably okay wearing either id fun making ashlotte feel gorgeous wearing look like talim would likely fun costume itd easier sit move around well get,1
feel like supportive wife whatever say sits home waiting call plan action,2
always feel glamorous wearing flowing gucci number matter kind day,1
remember hating walking car classroom feeling judged ugly jeered every step,0
resorted yesterday post peak day illness still housebound feeling agitated peckish brew href http pic,3
feeling mica isnt graceful im willing proved wrong think jan might pull something fabulous bag,1
idea interesting anybody read found smiling like fool laughing point feeling overwhelmed gratefulness,5
im feeling less like woman like embarrassed girl,0
feel pressured people say im going beat whatever,4
wave remember many people love feel arm supporting deep painful sea,1
feel happy feel elated also thank god bringing stage,1
feeling confident little improvement know fighting top race spot money stay course,1
currently feeling like know kind devastated desperate feeling trapped inside like somewhere screaming cry like want slash wrist afraid death,0
feel blessed right time right place see feel part something hope give people kuwait hope progress,2
feel awkward v already asserted,0
feeling perfect moment coming,1
think people reject feeling terrified truth see die actually go away scary,4
feel something curious someone listens current music realized song become weird unique vibe get lost non korean song translated korean,5
hate feeling needy need approval need money need direction need physical mental strength even need particular someone need knowing lack need,0
im feeling somewhat optimistic wont damn coward,1
want tell feel disgusted hurt husband way laugh treat grandchild treated husband mum scream stop selfish bastard world revolve around,3
keep asking ive finally grown th head coming feel like people looking like ew try friendly,1
feel terrified customer maze,4
woke four mile away hungry hell somehow feeling oddly satisfied,1
im suddenly feeling lighter less burdened weight life,0
feel profoundly insulted anime dumb think,3
attended session pub afterwards feeling bit tender morning,2
feel uncertain similar family reached uncertainty preclude u serving meantime discovering way reach others,4
feel inner happy present,1
really feel bothered north london derby,3
feeling curious ting,5
feel like perfect opportunity apply everything ive learned thus far mission,1
feel want talk positive feeling love good support raining upon detoxified mind body behalf team iw radio want give virtual hug say thanks people making smile sunday show,1
feel pressured time succumb fear insecurity thankfully still able hold,4
feel confused,4
longer feel depressed mad yet href http www,0
friend mine suggested become film extra idea seemed funny reaction seemed rather outlandish others,1
cold unresponsive feel unloved,0
feel doubly honoured river href http river driftingthroughlife,1
feel like learning judge people important thing take away reading,1
feel impatient sometimes feel thankful god gave time moulding heart,3
feel like never graceful beautiful thought based opinion,1
im sure theyre right feel triumphant certainly got lot comfort way argument went,1
feel listless gloominess,0
feel terrific,1
completed feeling invigorated sluggish ffviii,1
really spend time wit soon feel loved,2
learned feel lonely party like plan however dont stuff feeling food liquor shopping,0
try work cant concentrate something else log private journal share feeling love faithful compagnon journal,2
feel one divine intelligence life see creative expression everywhere,1
feel cant disturbed lift upon hold anymore seems dont know vital,0
feel like missed lot important information would helped understand art better,0
feel father heaven mommy sweet life,2
feel honored amazing son celebrate,1
im feeling restless today,4
mentioned previously two month feeling hopeful positive thought might able forgive,1
imagine daily life would look like hardly material possession name feel peaceful probably away everything find right balance,1
noticed feeling victimized resentful fearful ripped crazy body reacted sensation tension chaos,0
feel bit energized today less grouchy,3
help think must feeling loss jon talented advanced horse coupled joy new baby way mixture extreme emotion,1
feel aching time day,0
proud become feel privileged call brother,1
feel appropriately disturbed project,0
feel like im taking needy person place er,0
feeling hopeful excited much made new,1
feel resolved ever persevere use web based technology learning despite problem mistake frustration,1
managed km one go feeling really exhausted afterwards survived,0
know shouldnt reacting way cant help feel terribly petty horrid way im reacting deal,3
feel glad someone fine burying face crotch,1
feel dumb putting much thought stupid little thing getting,0
feel embarrassed though think really red faced steam emerging feel need better artist,0
feeling restless irritable discontent,4
thing christ give strength lovely little verse repeat im feeling little unsure something,4
feel increasingly fond copper,2
feel contented simple homely life,1
im feeling well href http,1
find feeling remarkably calm,1
go snowboarding feeling apprehensive,4
glad ok make feel even alone sadness,0
feel sympathetic embarrassed betty tough watch,2
feel like get frantic clue way turn direction life going even care,4
mean blind could pull feeling particularly romantic,2
get easiest jolt people submission electricity get feeling becoming socially acceptable version beating someone billy club,1
feel superior mine,1
feel sorry good thing dh abused resulting depression diagnosis generalised anxiety panic feature lost,0
realise desiring substance feed feeling compound desire feed feeling realise ive abused substance since early childhood,0
still feel amazed beauty diversity joie de vivre,5
love earning money grew lower middle class family feel appreciative money,1
feel kinda lost posted href http jumbleupon,0
even feel outraged,3
apologise tank big pull feel messy,0
fact feel strange,5
kind wish come thought rather feeling way lame disciple merely regurgitate eva thought,0
feel connection divine strongly feel sexy,1
didnt start feeling nervous friday saturday didnt feel much nervous scared respectful enormous challenge laid,4
feel like ive totally hot mess second thought publishing,2
feel like broke rule lot battle day feel like nothing changed since day ago,0
feel stressed,3
feel like wow cool could,1
feel quite content right mean nothing amazing happened stupid frenh competition im sure shit tutor dontt know feel ok,1
think feel coldness compare people withstand low temperature,0
really looking forward feel like europe although somehow fond place,2
feel blessed privileged go,2
refused allow feel dirty vulnerability allowed manipulated quite bit,0
feel reluctant join class trip beijing,4
feel tortured thought feel true,4
feel adventurous willing take risk,1
like feeling assaulted song matter much inspiration integrity backing blow,0
began feel bit regretful,0
watched horror movie involved sexual attack woman,4
post english plural started act weekend wait feeling enough clever without snarky,1
almost feel like trying awkward,0
walked disinfected building feeling immensely dirty lost recognize,0
admit feeling pretty envious commuter south african summer got tad reliable british one,3
upset feeling weepy mom wanted drink mainstream caffeinated tea thought would help feel calmer relaxed,0
feeling kinda discouraged stuck today proved thing didnt think could,0
im sure left feeling angry unhappy also caused member staff feel angry aggressive upset hurt final say personal attack say awful individual bad attitude,3
feel may vital fiction,1
quickly learned moving sauna ice cold bath steam room shower feel like tortured goldilocks want nothing find middle ground hot cold,4
feel drained gameplay,0
feel disdain acted id wronged,3
actually put forth effort stick routine though busier feel less stressed fulfilled end day better able enjoy simple moment motherhood,0
feel burdened slightest touch body even still lingers upon skin,0
feel like beloved,2
feel sweet sound nice melody song,1
proud feel hopeful realise nature asd motivated let u small glimpse ability seems toy story lego motivator moment,1
feel caring even insist mean,2
feel drained even ive enjoyed,0
feeling pretty cranky called garage door guy morning said scheduler wasnt husband massive heart attack weekend he okay couldnt give time repairman call come,3
im feeling little beaten week im sure,0
feel rich,1
want wimp feeling outraged,3
feel really rotten remind thankful good day,0
conducted survey quite likely many feel assaulted onel demon creator would felt wall covered eminent figure patriotic hero epic deed,4
used large mushroom pizza pitcher beer feel positively virtuous afterward,1
feel life issue post like one met violent angry rhetoric,3
want mention afternoon highly conscientious person would hate like make feel unsuccessful,0
like product organic feel assured added ingredient could potentially negative effect,1
ive done much reading feel like im paranoid extra stuff since one seems,4
feel like day start around lunchtime kind feel awful,0
feel comfortable wear,1
still feeling bit unsure bit convinced still bit frustrated,4
feel remorseful dao ness,0
really feel like talented artist buried somewhere inside ethan,1
finished work saturday got home teased half right wrong fancied roast beef roast potato full trimming feeling quite smug,1
posting past event feeling like insulted,3
wake every morning feel like beaten baseball bat,0
know specific almost everyone else similar experience still help feel appalled,3
love response get student good feeling someone obviously shy come talk even english isnt great,4
start feel agitated,3
didnt feel like suffering sleepless night especially terrible allergy amp amp fever,0
feeling strange energy,5
im fine mary anne answered feeling little impatient,3
feel anyway never afraid sea healthy respect ocean sense harmony balance,4
feel suspicious cant walk way like always thing football player know ive,4
feel like life movie sweet home alabama,1
feeling impatient many way equally aware important learn im season,3
feel fairly sure reader continue pay fiction,1
feel relaxed amp light since emptied burden controlled long,1
able work studio week though im feeling bit gloomy slowly thing seem progressing,0
really gotten place go day two without writing begin feel anxious displaced,4
feel never fear fear make fearless,1
feeling appreciative tonight,1
think everyone make goal feel passionate,1
feel broke girlfriend,0
feel like todd getting stressed tired caleb take dont want caleb feel frustration,3
would veer feeling utterly terrified utterly disorientated utterly queasy,4
im stuck feeling casual frumpy return office,1
feel far distracted actually write anything substance,3
phone one best friend day told feel successful,1
feel like shouldnt blamed never forgave,0
feel love reading writing compassionate understanding struggle new established writer go,2
feel anxious coming event activity require physical energy may emotional event require emotional energy look parent adult take charge,4
feeling slightly distressed pride resisting waiting next peregrinos walk past help,4
feeling restless reason today,4
im feeling really stressed work theyre piling much stuff expect creative stuff decorate make,3
say im stressed feeling bitchy im slacking toilet feel constipated,3
make feel submissive enough wonder strange,0
care much number viewer viewer rating drama iris gained huge success began feel greedy successful,3
feel heart shaky time,4
feel confident saying writer film seemingly going follow classic comic story arc involving gwen stacey even doesnt happen another sequel wont ruin,1
im feeling pretty freakin fab,1
feel like bone broke stood still walk,0
hate feeling loving city day day little little,2
look problem heap already feeling burdened,0
feeling going book little well loved orthodox,1
really feel like though quite delighted brain came amazingly obvious solution asking guy life half duplex could get dsl line set wireless network,1
feel playful today href http www,1
six year old,4
feel like blair want loved,2
sister lost one twin son first nephew older one died week later,0
always think say feel little hesitant always think say feel little hesitant posted may th admin,4
know continue feel dull ache leg going forward,0
im feeling quite agitated irritated amp annoyed,4
feel worthless weak say want find,0
forgiven anyone feel hurt,0
im feeling lucky button go landing page found alternative google search engine homepage color theme depend keywords,1
feel shy able talk,4
feel like need shower really mellow day,1
im afraid already feel slightly place cru say friend bothered reach ask thing going australia,3
swear feeling teddy convinced careful always make feel special loved toy teddy,1
feel like ought apologise unfortunate decline writing standard past couple week,0
love feel valuable love making choice love easy make choice feel good,1
id love hear thought comment please feel free leave something wonderful weekend,1
feel delicious heartburn,1
feel little funny discussing realness portrayal condition ive never experienced,5
im figuring lyric apology im slightly wrong feel bit fake,0
seen since broke class waving go sit next get stuff talk feel really strange cheated friend really mentioned,5
feel vulnerable coming election given performance,4
feel kid broke heart,0
always feel awkward im alone crowd peer feel need make friend,0
sick feeling longing second even though inevitably make worse leave liverpool,2
like phrase submissive feeling submissive,0
feel love sweet little arm wrapped around leg wet kiss face soft round cheek lip,2
taunted ability feeling threatened weakness frailty beneath exterior human existance lie woman wanting nothing man needing warmth masculinity,4
head upstream explore bringing notebook write event day soon find running water small pool big enough strip throw water ole corpse feel lovely,2
feel kinda popular,1
feel around wonderful wonderful,1
feeling irate extremely uncomfortable,3
look life beautiful family fact feel truly blessed ive asked god universe happened beyond imagination fathomed,1
sure feel alec he either innocent like say he damn good liar,1
would feel violent stab loneliness,3
would feel ashamed guilty take much common,0
continue succeed something someone seems unattainable feel men intimidated prolonged moment silence,4
feel petty one first colleague nice thing say first asked contact investment bank arrived job,3
feeling really bad guy,0
struggling emotionally feeling beaten discontented,0
im feeling distracted little bit flighty,3
feel mad sad discouraged something marvelous lord jesus something holy word god ignites soul hope keep moving forward,3
feeling disheartened turned radio hoping music would lift spirit,0
hate feeling discouraged keep trying start couch k isnt going well,0
would knowingly wound feeling even one may wronged would seek good make friend,3
still feel craving sweet food,2
feel like every stop trying smart thing really go dream,1
feel pained wistful suddenly hot tub seem like much fun anymore,0
guess im feeling better,1
wasnt going post anything death made feel mad shitty,3
feel gracious hand upon life,2
wont feel regretful,0
feel like didnt really care alexis irritated even telling,3
feel uptight,4
still didnt feel like problem really resolved,1
feel sense belonging soul people even feel isolated collective ego society,0
tired feeling well morning,1
suppose way feel irritated knew anything help lone cause feeling,3
party wah wah wah nationalism blah yay aryan wah boo jew stupid brown hair blah blah feel appreciative even talk make cool association blah blah,1
im feeling inspired wait movie,1
looked sam eye tough hiding strong pent feeling tortured inside,4
got home feeling exhausted discouraged,0
feel appreciative worthlessness,1
see area better feel discouraged condemned feel tempted turn numbing pleasure despair,0
ive always able produce work despite day job suspect professional pressure might add feeling artistic foment would take quite bit get saddle,1
start feeling getting overwhelmed frustrated tried open instead pushing deep slapping fake smile waiting boil,4
feel pretty terrible physically today,0
left feeling little disappointed since started well finished little limply,0
didnt feel put half effort time well quite frankly didnt feel like pressure,1
hard time focusing life walked around feeling dazed confused,5
im feeling generous two top tip,1
also feeling bit bitchy way thing conversation others around,3
feel little bit weird making decision without,5
feel impressed discus sin though know,5
want folk think feel superior due aspieness near genius iq,1
want feel respected even thing understand,1
ive learned even im feeling hopeless there still hope,0
woke feeling disturbed,0
need nine hour true get less even seven hour supposed norm people consider lot feel grumpy unhappy seriously unmotivated,3
feel reader get confused bounce us reference earliest time period like dawn time till,4
feel need tell phone call provide useful purpose annoying may,1
feeling particularly lousy day might well try cheer saying yes,0
like tbt feeling nostalgic,2
really financial strait yet feel insecure,4
hate hate feeling shitty time,0
already feel dull atmosphere really,0
also feeling need relaxed practice today,1
mellow feeling particularly fond human race blame fertile people really knowing say think deal,2
rid many bad habit fall back feel insecure vulnerable,4
id start feeling resentful lived part country sun stubbornly refuse show end september,3
ive feeling weirdly superior knowledge book roundabout,1
feel skeptical,4
seem managed start week little bit hangover annoyingly sitting feeling groggy day,0
feel change timid speak except underground murmur,4
feeling like shocked rat skinner box experiment,5
feel little disheartened,0
feel vaguely remorseful,0
feel blessed found wonderful friend,1
im feeling stressed tired flight really dont want get another one,0
feel hesitant share something know experienced personally offer hope amp eternal life,4
feel insulted woman,3
want seduce buying without feeling liked youve conned connived,2
also feeling pretty low fired four day christmas,0
im guessing everyone standing feeling timid moving crowd,4
make make pm make night feel triumphant beaten,1
know stress past week sensory overload oh sleeping well contributing stoic type feel however rather jolly feel like icky mood,1
feel like supporting literature cited section scarce also badly presented,2
feeling emotionally drained,0
feel like legality marriage tatter thanks hateful lie messaging prop campaign,3
reach feeling uncertain needing support slap upside head know provide,4
feel ignored feel boredom like little sword straight chest straight chest chest chest straight chest straight chest chest chest straight chest straight,0
wondered would feel bit lost got end programme time looking forward running music setting goal,0
hurt feel suspicious definitely get angry,4
also feel respected briton german,1
feel listless time nowadays,0
feel physically beaten difficult think anything else right,0
ive always feeling restless dissatisfied relationship,4
follower friendly blog feel free leave comment know visited,1
cant help way feel around family like pair eye boring back observing time,0
im sure even bothered open website let alone feature expected left feeling boring poor,0
im feeling need cute little monogrammed one green mommy,1
feeling discouraged,0
also started taking b work charm lash getting longer thicker feel dont need coat much mascara wear fake lash much yay,0
feeling bitchy cross whatever,3
ive feeling needy lately,0
miss feeling useful able think something professional close dubbed,1
began feel bitter towards,3
reporting dear soul energy feel strange today wondered somethings,4
feel little hopeless sometimes,0
feel like living without apendages vital organ,1
feel rotten mad whole situation could thrown temper tantrum,0
im feeling virtuous ill make rich tea hobnob money calorie object k,1
keep going back people douche canoe need feel superior need ego boost need someone look upon,1
feel intimidated girl acne getting rid pimple,4
feel like karen far greedy pushy demanding front,3
feel branding college way popular back high school,1
admire make feel amazed life,5
really thought liked feeling actuality hated personality,3
ill feel let thing empty space,0
ive really laid back bohemian feeling style thought item would perfect beachy california trip,1
ive feeling little frantic recently summer together flying quickly,4
feel isolated since started working,0
liked talking someone butterfly like feeling get someone sweet felt nice noticed,2
think safe say learning experience one another honestly nothing positive feeling fond memory,2
trying think anywhere else ive made feel awful awful awful,0
remember feeling amazed little person child new brother,5
feel like haiku pleasant note end,1
feeling strange frankly bad sad,4
feel need little break however like something lovely quiet,2
feel sooo bitchy made devin,3
remember feel especially impressed start fresh new remove clutter,5
think there nothing inherently wrong feeling homesick,0
feel like people think im selfish gender make sense,3
feel bitchy guess,3
feel utterly content everything previously unknown place rekindled desire see world,1
think two way looking life feel convinced sensible see lease rather gift,1
travel feel like men expect neurotic superficial easy sometimes true,4
feel moderately handsome minute soon go ill look like twat,1
feel michael jackson talented artist since day one collaborative work given artistry ne yo would conducive comeback,1
idea giving vibe feel like pretty dangerous vibe giving willy nilly,3
feel sad see son uhuru persecuted men ill woman martha karua carrying bag,0
allowed feel guilty neglecting work due part want,0
first started feeling confident behind wheel,1
talk essay people feel differently poetry angry sad,3
feel awkward talking book begin,0
feel thrilled feel blessed feel honored light bos,1
feel unfortunate companion differs,0
saw post one girl facebook page said something effect im feelin horny,2
also feel little selfish get excited hitting friend friend make feel victorious choice,3
still feeling somewhat intimidated guess safe cautious fully aware ok,4
feel completely emotionally exhausted pretty much point cut tie every man know,0
know he upset ryan liked met even thought feeling sincere,1
think think really feel insecure,4
interest relationship person long term end goal mind little spat feel wronged really rather little consequence grand scheme thing,3
arrived anchorage took hour spending time parent eating local favorite joint going stroll parent childhood neighborhood able take big sigh feel relieved,1
feel like appreciative im struggling,1
would liked go wasnt feeling think partly would someone thrilled around right,1
came close packing heading home wondered would home feel less awful,0
mean get nice someone care like relationship great thing feel wonderful im im looking life yet,1
feel belly perfect two butterfly class imagebox href http,1
im little tired writing thing feel like solemn post bit much home school family blog,1
get feeling need feel accepted appreciated,1
wanted say something bad vibe feeling hostile didnt think good night,3
im working right im feeling lot optimistic pattern,1
hurtled first chapter desperate see good came away feeling disappointed,0
sing swim feel like pleasant passing time song,1
feel like people cause pain go life without issue people burdened pain one strong enough deal one become depressed jaded,0
feel capture peaceful serenity relaxing inviting pine lake,1
feel particularly damaged,0
feel unpleasant pressure,0
new jersey first drink consumed post prom party feel appropriately lame,0
know feel suffer pain sorrow loneliness know mom suffering illness,0
get past feeling friend walk life unsure feeling valued important enough,4
feel im irritated,3
lately feeling productive time home happy life general happy child husband,1
often feel like im drowning try come valuable content write engaging post,1
swamp uncaring unfeeling fucked apathetic humanbeings wont pull head ass long enough turn around look say see,3
pollution flower dew moisturising gel cream delicate luxurious feel lovely skin,2
blush feel guilty asking something costly worldly,0
know advance fine make plan change fall end knowing feeling restless angsty,4
feel deer supporting mouse parade hope rel bookmark permalink,1
wasnt feeling got board really pleasant,1
feel like useful engine mother watched thomas understand,1
started feel apprehensive,4
stop labor made feel terrible,0
really badly cannot wear anything without causing spasm diarrhea eat mouthful feeling miserable,0
torn situation happens lot supported feel like supporting,2
happy past two month give much feel ungrateful admitting think need,0
learned former boyfriend become engaged although glad found wanted,0
feel grounded less fearful,4
would really like able help financially around house make feel much useless cant,0
im feeling pretty smart,1
im feeling pissed,3
ill admit feeling little paranoid wondering many others defriended,4
dont forget embrace dont feel pity feel proud,1
feel helpless hope somehow receiving dose drug help get threw hard time,0
hauled feel dumb got lock key paid man fee wait see frank black amp catholic devil workshop released simultaneously black letter day initially felt better two,0
feel like im selfish,3
im feeling optimistic find wanting ride,1
feel totally confident could get job google,1
wish thing feel strange place,4
go school feeling miserable end laughing reason weird,0
dont want make bad impression new co worker job lab simply feel insecure agitated time,4
stop thinking feel paranoid like judging know probably feel way,4
feel deeply disappointed,0
feeling irritated supposed guy wasting valuable time talking lady,3
feel like almost vital find answer href http quilting,1
want feel angry right feel way,3
feel bit shaken though,4
feel vulnerable touch heart making choice better family less worried pleasing everyone else,4
would feel better,1
feel overly blessed life,1
im looking picture feeling creative tingle blood make feel like home,1
feel like snob bit skeptical start idea kenny werner neither thomas musician gave book,4
guess meant assume photo word way convey really feel unless feel khi bi au th bi th ng ng b au rephrase bit gloomy context unless hurt never sympathy hurt one,0
feel like proud new mom picture taking heidi,1
havent felt like posting long time feel sociable,1
feel incredibly slacking mr greedy gut still desperate search unspoilt base career ladder,3
feel bad lot people know watching documentary people drug trying fill void something hurt past trying fill drug make feel temporary happiness,0
feel think determined href http usarious,1
feel remorseful leaving food behind make effort eat least half stuffing fruit parlor eating hamburger steak,0
feel surprised looked new,5
wanted woman feel envious figure say oooh youd never guess youd baby,3
woke feeling ok weird feeling run today,1
im feeling anxious im really trying project exact opposite,4
feel cold mostly arm torso,3
feel drained looking date real last entry,0
feeling shall go mad,3
found people raising issue yet come across official addressing feeling helpless,4
feel rather listless dull today slightly head achy good chance blahness throughout day,0
feel often roll beloved new york little done many start write race colour religion sexual preference gender identity reader say hey mia confused,2
luckily think anyone know time help feeling bit shaken,4
feeling emotional something positive otherwise,0
think beach favorite place although get feeling would quite fond desert also,2
mean lot love give feel giving loving,2
feel petrified future,4
im car roommate family feel like im rude call dad dad give direction keep asking need bring,3
feel fantastic refreshed rejuvenated woken restful hour nap,1
fared pretty well feeling quite pleased journey went well,1
went crazy non stop dancing rouge live band good feeling troubled wanted dance problem away,0
didnt like former fob felt joy received telegram offering new one though better waiting,1
remember couple year ago feeling romantic dreamy asked wonder celebrate th anniversary,2
could feel tear welling eye felt disappointed lack fitness ability keep annoyance letting get,0
bought stuff guardian contest feeling bit top grabbed indiscriminately caring well,2
dont want put much pressure feel like could make amazing year ever,5
always flashback talking feeling burdened appearing radio show alone lee jaeryong jungeuns good morning,0
feel annoyed girl,3
feel scratch way feel wrinkle fond regard evidence life well lived,2
mean feel festive youre wearing great big snow man chest,1
feel completely isolated world thinking one like,0
feeling relatively indecisive hungry walked past barbeque place,4
care care people disability targeted sensationalist medium report well time feel sorrow parent family member community newtown connecticut stunned event today,5
hard time feeling joyful morning morning gift,1
feel dull worry,0
im still feeling christmas loving polyvore board start advent,2
could quote recent poll showing young american muslim men feel suicide bombing acceptable defense islam apparently thing like dont kill universally shared moral value,1
feel humiliated person phoned,0
put weight leg bent like get car feel dull pain knee,0
im feeling pleased glad people like thaliad want celebrate,1
would feel environmentally friendly sold,1
im feeling hesitant wanting buy another house,4
feel eye hateful eye side glass belong family member beautiful victim,3
feel like lex convinced youre something youre martha said eye getting misty,1
witness feel helpless change take arm heart pen write,0
feel super exciting sensory bombardment,1
really notcied mental clarity like im finally beginning wake year foggy brain feeling lethargic,0
im feeling wildly supportive swallow tension every single five year old know know letter know backward,2
set make copycat version saturday feel pretty successful,1
sit tonight feel anxious,4
feel im miserable try thing,0
move stop staring lady feel good feel bad,1
feel idiotic sifting personal site nerve,0
im starting feel think dont want continue pray anymore making feel hopeless,0
also feeling completely overwhelmed incredibly unappreciated,5
honest feel little strange company greatness,5
suppose partly fault forgetting earplug still really frustrating feel like permanently damaged apparent reason,0
feel defeated extremely agitated well frustrated beyond word,0
feel like already read every clever profile seen every picture importantly gone first date every guy okc eharmony match etc,1
normally would call meaningless stupid guess im feeling little bit adventurous,1
feel spiteful toward,3
make someone feel unwelcome rrreeaallyy fast without saying word,0
feeling discouraged disgruntled href http tracifishbowl,0
feel rude ask,3
keep ian really feel shitty wish could date ian,0
continue feel nervous inside long talk sensibly even one time around someone wrong feeling many level clue,4
im going honest feel distraught,4
feel energy divine flame,1
feel thrilled matter day,1
feel disturbed world saw camera eye,0
like watch people horrible thing outraged feel superior,1
feel little awkward im going share poem,0
feel hated parent,3
im feeling groggy bad skin day,0
feel presence beloved,2
never feel bad spending money people spend,0
would spend hour prepping meeting supervisor feeling convinced nailed,1
im sick dependent even partially someone make feel unwelcome,0
still feel jealous friend mom talk politely,3
shook walked expansive beijing capital international airport feeling utterly un amused prospect international transfer china,1
terrified revelation feeling would drive away though reassured,1
know gut feeling really bothered said,3
feel glad,1
im place right feel safe peaceful,1
feel dangerous people dismissing disconnect considering trial equal physical hardship revered pioneer,3
agree look gorgeous feel amazing worn town one time new year eve,1
used share feeling thought lovely roomates shermin joey,2
surmise made sick one many time take sitcom run come around feeling dissatisfied stationary life without much forward motion,3
feel acceptable solution replace brush rightful mac predecessor,1
feel like rude,3
feel like life become rather dull lack excitement feel next year different,0
bought world told would fill emptiness leave lonely feeling confused emotional baggage physical consequence never expected,4
think im allowing feel way im heartbroken,0
know who interested renaissance baroque art relate jamie like feel tender towards everything think inanimate object feeling,2
wanted write feel purged repressed feeling,0
got nervous feeling timid shy talking like weve known whole life,4
feel hadnt appeared nowhere distracted would noticed light change none would happened,3
ive realized last month generally tend feel tremendously dissatisfied sex,3
feel rather pissed,3
tied thought class life cant perform feel ashamed afraid,0
feeling ok would fun drive dunstable stand field hour watching people try drive preposterous motor grass slope thats trialling,1
mean beginning mark end one best month year im left feeling exhausted,0
feel carefree never think crap going life,1
feel everyone entitiled opinion opinion respected,1
got contact lens day trying get used feel like face look really weird without glass strange see distance,5
feel like doomed spend rest life customer service,0
still feeling ya feeling loving,2
find cant much used without feeling exhausted,0
feel optimistic everything moment,1
said im page book feel tortured really feel pain character,4
ive feeling like cant put lot he caring anyway,2
well feeling bit cabin fever unwisely convinced spooky take matin e screening scott stewart legion,1
like pray decade whenever im feeling stressed scared,3
waking nearly enough sleep feeling dazed,5
im referring comment pattern right feeling divine really since probably born set dpns hand,1
kept thinking awesome would feel afterwards remembering amazing felt emotional spin class previous night,5
feel vicious sleepy,3
feel like as saying since sweet sister gone quite possibly worst year life time,1
feel damaged witnessing,0
say feel like im hated,3
happily married man show wedding ring swear hitting feel sweet energy like know dont know right,1
took day unusual almost feel naughty,2
done couple year feel like place hated wish could,3
hope feeling festive keeping warm,1
never want rude even feel someone rude even want feel like need like crush offender thoroughly left tear front everyone sensitive,3
feel repressed emotion surfacing im glad solace seek writing,0
feeling like energy loving every minute,2
feel stupid diamond richie mix,0
love taylor swift many inspiring song song always represent feel damn gorgeous nice fan,1
pretty tired feeling little homesick mood mingle,0
im great complaining modern society geared toward making people feel inadequate,0
still feeling pretty lousy allergy induced stupor last night really feeling wildstar interacting human being,0
feel even bothered bothered boy probably even thinking,3
hate selfish gotta admit feel depressed,0
